answer,caption,modality,pair_key,qa_id,question,section,source_answer,source_file,source_flags,source_question,source_severity,source_split_status,split_count,split_index,transform
One.,"In the video, there is 1 orange carrot, 1 black peeler, 1 large chef's knife, 1 white bowl, 1 white cutting board, and 1 laptop. The power strip on the wall features 4 circular outlets. My 2 hands are active. I can see 1 circular heating element outline on the cooktop.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__counting__06,Laptops?,counting,1. One. 2. One. 3. One. 4. One. 5. One. 6. One. 7. Four. 8. Two. 9. One. 10. One.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please count these items: 1. Carrots? 2. Knives? 3. Peelers? 4. Bowls? 5. Cutting boards? 6. Laptops? 7. Power strip outlets? 8. Hands? 9. Heating elements? 10. Power strips?,needs_transform,aligned,10,6,split_multi_question
Four.,"In the video, there is 1 orange carrot, 1 black peeler, 1 large chef's knife, 1 white bowl, 1 white cutting board, and 1 laptop. The power strip on the wall features 4 circular outlets. My 2 hands are active. I can see 1 circular heating element outline on the cooktop.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__counting__07,Power strip outlets?,counting,1. One. 2. One. 3. One. 4. One. 5. One. 6. One. 7. Four. 8. Two. 9. One. 10. One.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please count these items: 1. Carrots? 2. Knives? 3. Peelers? 4. Bowls? 5. Cutting boards? 6. Laptops? 7. Power strip outlets? 8. Hands? 9. Heating elements? 10. Power strips?,needs_transform,aligned,10,7,split_multi_question
Two.,"In the video, there is 1 orange carrot, 1 black peeler, 1 large chef's knife, 1 white bowl, 1 white cutting board, and 1 laptop. The power strip on the wall features 4 circular outlets. My 2 hands are active. I can see 1 circular heating element outline on the cooktop.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__counting__08,Hands?,counting,1. One. 2. One. 3. One. 4. One. 5. One. 6. One. 7. Four. 8. Two. 9. One. 10. One.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please count these items: 1. Carrots? 2. Knives? 3. Peelers? 4. Bowls? 5. Cutting boards? 6. Laptops? 7. Power strip outlets? 8. Hands? 9. Heating elements? 10. Power strips?,needs_transform,aligned,10,8,split_multi_question
One.,"In the video, there is 1 orange carrot, 1 black peeler, 1 large chef's knife, 1 white bowl, 1 white cutting board, and 1 laptop. The power strip on the wall features 4 circular outlets. My 2 hands are active. I can see 1 circular heating element outline on the cooktop.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__counting__09,Heating elements?,counting,1. One. 2. One. 3. One. 4. One. 5. One. 6. One. 7. Four. 8. Two. 9. One. 10. One.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please count these items: 1. Carrots? 2. Knives? 3. Peelers? 4. Bowls? 5. Cutting boards? 6. Laptops? 7. Power strip outlets? 8. Hands? 9. Heating elements? 10. Power strips?,needs_transform,aligned,10,9,split_multi_question
One.,"In the video, there is 1 orange carrot, 1 black peeler, 1 large chef's knife, 1 white bowl, 1 white cutting board, and 1 laptop. The power strip on the wall features 4 circular outlets. My 2 hands are active. I can see 1 circular heating element outline on the cooktop.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__counting__10,Power strips?,counting,1. One. 2. One. 3. One. 4. One. 5. One. 6. One. 7. Four. 8. Two. 9. One. 10. One.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please count these items: 1. Carrots? 2. Knives? 3. Peelers? 4. Bowls? 5. Cutting boards? 6. Laptops? 7. Power strip outlets? 8. Hands? 9. Heating elements? 10. Power strips?,needs_transform,aligned,10,10,split_multi_question
Zero.,"The main dynamic objects are the carrot and the peeler, which move together during the peeling process. Numerous carrot peels fall dynamically into the bowl. No other moving objects, such as cars or other people, are present in the environment during the video.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__dynamic_counting__01,How many moving people are there?,dynamic_counting,1. Zero. 2. Zero. 3. One (peeler). 4. One (carrot). 5. No. 6. Two. 7. No. 8. Multiple carrot strips.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many moving people are there? 2. How many moving cars? 3. How many moving tools? 4. How many moving vegetables? 5. Do background objects move? 6. How many objects are manipulated? 7. Does the laptop screen change? 8. What moves into the bowl?,needs_transform,aligned,8,1,split_multi_question
Zero.,"The main dynamic objects are the carrot and the peeler, which move together during the peeling process. Numerous carrot peels fall dynamically into the bowl. No other moving objects, such as cars or other people, are present in the environment during the video.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__dynamic_counting__02,How many moving cars?,dynamic_counting,1. Zero. 2. Zero. 3. One (peeler). 4. One (carrot). 5. No. 6. Two. 7. No. 8. Multiple carrot strips.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many moving people are there? 2. How many moving cars? 3. How many moving tools? 4. How many moving vegetables? 5. Do background objects move? 6. How many objects are manipulated? 7. Does the laptop screen change? 8. What moves into the bowl?,needs_transform,aligned,8,2,split_multi_question
One (peeler).,"The main dynamic objects are the carrot and the peeler, which move together during the peeling process. Numerous carrot peels fall dynamically into the bowl. No other moving objects, such as cars or other people, are present in the environment during the video.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__dynamic_counting__03,How many moving tools?,dynamic_counting,1. Zero. 2. Zero. 3. One (peeler). 4. One (carrot). 5. No. 6. Two. 7. No. 8. Multiple carrot strips.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many moving people are there? 2. How many moving cars? 3. How many moving tools? 4. How many moving vegetables? 5. Do background objects move? 6. How many objects are manipulated? 7. Does the laptop screen change? 8. What moves into the bowl?,needs_transform,aligned,8,3,split_multi_question
One (carrot).,"The main dynamic objects are the carrot and the peeler, which move together during the peeling process. Numerous carrot peels fall dynamically into the bowl. No other moving objects, such as cars or other people, are present in the environment during the video.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__dynamic_counting__04,How many moving vegetables?,dynamic_counting,1. Zero. 2. Zero. 3. One (peeler). 4. One (carrot). 5. No. 6. Two. 7. No. 8. Multiple carrot strips.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many moving people are there? 2. How many moving cars? 3. How many moving tools? 4. How many moving vegetables? 5. Do background objects move? 6. How many objects are manipulated? 7. Does the laptop screen change? 8. What moves into the bowl?,needs_transform,aligned,8,4,split_multi_question
No.,"The main dynamic objects are the carrot and the peeler, which move together during the peeling process. Numerous carrot peels fall dynamically into the bowl. No other moving objects, such as cars or other people, are present in the environment during the video.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__dynamic_counting__05,Do background objects move?,dynamic_counting,1. Zero. 2. Zero. 3. One (peeler). 4. One (carrot). 5. No. 6. Two. 7. No. 8. Multiple carrot strips.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many moving people are there? 2. How many moving cars? 3. How many moving tools? 4. How many moving vegetables? 5. Do background objects move? 6. How many objects are manipulated? 7. Does the laptop screen change? 8. What moves into the bowl?,needs_transform,aligned,8,5,split_multi_question
Two.,"The main dynamic objects are the carrot and the peeler, which move together during the peeling process. Numerous carrot peels fall dynamically into the bowl. No other moving objects, such as cars or other people, are present in the environment during the video.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__dynamic_counting__06,How many objects are manipulated?,dynamic_counting,1. Zero. 2. Zero. 3. One (peeler). 4. One (carrot). 5. No. 6. Two. 7. No. 8. Multiple carrot strips.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many moving people are there? 2. How many moving cars? 3. How many moving tools? 4. How many moving vegetables? 5. Do background objects move? 6. How many objects are manipulated? 7. Does the laptop screen change? 8. What moves into the bowl?,needs_transform,aligned,8,6,split_multi_question
No.,"The main dynamic objects are the carrot and the peeler, which move together during the peeling process. Numerous carrot peels fall dynamically into the bowl. No other moving objects, such as cars or other people, are present in the environment during the video.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__dynamic_counting__07,Does the laptop screen change?,dynamic_counting,1. Zero. 2. Zero. 3. One (peeler). 4. One (carrot). 5. No. 6. Two. 7. No. 8. Multiple carrot strips.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many moving people are there? 2. How many moving cars? 3. How many moving tools? 4. How many moving vegetables? 5. Do background objects move? 6. How many objects are manipulated? 7. Does the laptop screen change? 8. What moves into the bowl?,needs_transform,aligned,8,7,split_multi_question
Multiple carrot strips.,"The main dynamic objects are the carrot and the peeler, which move together during the peeling process. Numerous carrot peels fall dynamically into the bowl. No other moving objects, such as cars or other people, are present in the environment during the video.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__dynamic_counting__08,What moves into the bowl?,dynamic_counting,1. Zero. 2. Zero. 3. One (peeler). 4. One (carrot). 5. No. 6. Two. 7. No. 8. Multiple carrot strips.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many moving people are there? 2. How many moving cars? 3. How many moving tools? 4. How many moving vegetables? 5. Do background objects move? 6. How many objects are manipulated? 7. Does the laptop screen change? 8. What moves into the bowl?,needs_transform,aligned,8,8,split_multi_question
No,"The kitchen setup is completely logical. The cutting board is properly placed on the counter for prep, the bowl is nearby for waste, and the tools are at hand. There are no signs of floating objects, clipping, or other unrealistic phenomena in the video.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__non_common__01,Is there any object floating in the air against the laws of physics?,non_common,No,qa_pairs/aligned/rgb_qa_results_aligned.json,short_answer,Is there any object floating in the air against the laws of physics?,quality_warning,single,1,1,none
Left.,I am stationary at the kitchen counter. Accessing the laptop requires reaching left. Reaching the bowl requires moving right and forward. The cooktop is slightly left and forward. The power strip is further right. All objects are within immediate reach from my current position.,rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__navigation__01,Way to laptop?,navigation,1. Left. 2. Right and forward. 3. Left and forward. 4. Right. 5. Cutting board. 6. Power strip. 7. Zero. 8. Yes. 9. Behind the counter. 10. Yes.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please navigate the scene: 1. Way to laptop? 2. Way to bowl? 3. Way to stove? 4. Way to knife? 5. What's in front? 6. Far right object? 7. Steps to bowl? 8. Is stove reachable? 9. Where is the wall? 10. Is laptop reachable?,needs_transform,aligned,10,1,split_multi_question
Right and forward.,I am stationary at the kitchen counter. Accessing the laptop requires reaching left. Reaching the bowl requires moving right and forward. The cooktop is slightly left and forward. The power strip is further right. All objects are within immediate reach from my current position.,rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__navigation__02,Way to bowl?,navigation,1. Left. 2. Right and forward. 3. Left and forward. 4. Right. 5. Cutting board. 6. Power strip. 7. Zero. 8. Yes. 9. Behind the counter. 10. Yes.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please navigate the scene: 1. Way to laptop? 2. Way to bowl? 3. Way to stove? 4. Way to knife? 5. What's in front? 6. Far right object? 7. Steps to bowl? 8. Is stove reachable? 9. Where is the wall? 10. Is laptop reachable?,needs_transform,aligned,10,2,split_multi_question
