answer,answer_count,caption,confidence,end_seconds,end_timestamp,flags,modality,pair_index,question,question_count,recommended_action,section,segment_confidence,segment_id,severity,side,source_files,source_media,source_prefix,source_unit_index,split_status,start_seconds,start_timestamp,task_label,timestamp
Two.,1,Two people are walking across the background courtyard from right to left between frame 002730 and 002940. My hands are moving to position the key near the mailbox lock.,0.85,105.0,00:01:45.000,"[""short_answer""]",rgb,1,How many people walk across the courtyard?,1,review,dynamic_counting,0.9,check_mailbox_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,64.0,00:01:04.000,check mailbox,
No.,1,Two people are walking across the background courtyard from right to left between frame 002730 and 002940. My hands are moving to position the key near the mailbox lock.,0.85,105.0,00:01:45.000,"[""short_answer""]",rgb,2,Is there any vehicle moving in the background?,1,review,dynamic_counting,0.9,check_mailbox_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,64.0,00:01:04.000,check mailbox,
"No, they are still.",1,Two people are walking across the background courtyard from right to left between frame 002730 and 002940. My hands are moving to position the key near the mailbox lock.,0.85,105.0,00:01:45.000,[],rgb,3,Do the bushes move in the wind?,1,keep,dynamic_counting,0.9,check_mailbox_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,64.0,00:01:04.000,check mailbox,
No.,1,Two people are walking across the background courtyard from right to left between frame 002730 and 002940. My hands are moving to position the key near the mailbox lock.,0.85,105.0,00:01:45.000,"[""short_answer""]",rgb,4,Does anyone approach me?,1,review,dynamic_counting,0.9,check_mailbox_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,64.0,00:01:04.000,check mailbox,
One set of keys.,1,Two people are walking across the background courtyard from right to left between frame 002730 and 002940. My hands are moving to position the key near the mailbox lock.,0.85,105.0,00:01:45.000,[],rgb,5,How many objects do I move with my hands?,1,keep,dynamic_counting,0.9,check_mailbox_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,64.0,00:01:04.000,check mailbox,
"No, they continue walking.",1,Two people are walking across the background courtyard from right to left between frame 002730 and 002940. My hands are moving to position the key near the mailbox lock.,0.85,105.0,00:01:45.000,[],rgb,6,Do the people in the background stop to talk?,1,keep,dynamic_counting,0.9,check_mailbox_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,64.0,00:01:04.000,check mailbox,
No.,1,Two people are walking across the background courtyard from right to left between frame 002730 and 002940. My hands are moving to position the key near the mailbox lock.,0.85,105.0,00:01:45.000,"[""short_answer""]",rgb,7,Are there any flying insects visible?,1,review,dynamic_counting,0.9,check_mailbox_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,64.0,00:01:04.000,check mailbox,
No.,1,Two people are walking across the background courtyard from right to left between frame 002730 and 002940. My hands are moving to position the key near the mailbox lock.,0.85,105.0,00:01:45.000,"[""short_answer""]",rgb,8,Does a bird fly by?,1,review,dynamic_counting,0.9,check_mailbox_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,64.0,00:01:04.000,check mailbox,
Around frame,1,The two people in the background start moving at frame 002730 and exit the frame around 002940. My hand moves toward the mailbox at frame 003000 and the key is positioned by 003150.,0.85,105.0,00:01:45.000,[],rgb,1,When do the people first appear in the background?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,64.0,00:01:04.000,check mailbox,
2. Around frame,1,The two people in the background start moving at frame 002730 and exit the frame around 002940. My hand moves toward the mailbox at frame 003000 and the key is positioned by 003150.,0.85,105.0,00:01:45.000,[],rgb,2,When do they disappear from view?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,64.0,00:01:04.000,check mailbox,
3. Around frame,1,The two people in the background start moving at frame 002730 and exit the frame around 002940. My hand moves toward the mailbox at frame 003000 and the key is positioned by 003150.,0.85,105.0,00:01:45.000,"[""frame_reference""]",rgb,3,At what frame do my hands reach for the mailbox?,1,review,dynamic_recognition,0.9,check_mailbox_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,64.0,00:01:04.000,check mailbox,
"4. No, they walk at a similar pace.",1,The two people in the background start moving at frame 002730 and exit the frame around 002940. My hand moves toward the mailbox at frame 003000 and the key is positioned by 003150.,0.85,105.0,00:01:45.000,[],rgb,4,Does the person in the pink shirt move faster than the other?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,64.0,00:01:04.000,check mailbox,
Around frame,1,The two people in the background start moving at frame 002730 and exit the frame around 002940. My hand moves toward the mailbox at frame 003000 and the key is positioned by 003150.,0.85,105.0,00:01:45.000,[],rgb,5,When do I stop walking toward the mailboxes?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,64.0,00:01:04.000,check mailbox,
6. About 7 seconds.,1,The two people in the background start moving at frame 002730 and exit the frame around 002940. My hand moves toward the mailbox at frame 003000 and the key is positioned by 003150.,0.85,105.0,00:01:45.000,[],rgb,6,How long are the people visible for?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,64.0,00:01:04.000,check mailbox,
No.,1,The two people in the background start moving at frame 002730 and exit the frame around 002940. My hand moves toward the mailbox at frame 003000 and the key is positioned by 003150.,0.85,105.0,00:01:45.000,"[""short_answer""]",rgb,7,Does anyone else appear after they leave?,1,review,dynamic_recognition,0.9,check_mailbox_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,64.0,00:01:04.000,check mailbox,
No.,1,The two people in the background start moving at frame 002730 and exit the frame around 002940. My hand moves toward the mailbox at frame 003000 and the key is positioned by 003150.,0.85,105.0,00:01:45.000,"[""short_answer""]",rgb,8,Is there any movement from inside the mailboxes?,1,review,dynamic_recognition,0.9,check_mailbox_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,64.0,00:01:04.000,check mailbox,
