answer,answer_count,caption,flags,modality,pair_key,qa_index,question,question_count,recommended_action,section,severity,source_file,source_status,split_status
The text and accompanying image on the box suggest it is an electric kettle.,8,"The word 'PHILIPS' is visible on the packaging of a kitchen appliance, likely an electric kettle, in frame 000330, indicating the brand of the product.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,4,What kind of appliance does the text suggest is inside the box?,8,split,text_recognition,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"There are images of the product, but no other distinct text is immediately obvious.",8,"The word 'PHILIPS' is visible on the packaging of a kitchen appliance, likely an electric kettle, in frame 000330, indicating the brand of the product.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,5,Is there any other text visible on the box besides the brand name?,8,split,text_recognition,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"The brand name appears most clearly in the later frames, such as 000330.",8,"The word 'PHILIPS' is visible on the packaging of a kitchen appliance, likely an electric kettle, in frame 000330, indicating the brand of the product.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,6,In which frame does the brand name appear most clearly?,8,split,text_recognition,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"No, the text is only visible when the camera focuses on that corner area.",8,"The word 'PHILIPS' is visible on the packaging of a kitchen appliance, likely an electric kettle, in frame 000330, indicating the brand of the product.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,7,Does the text remain visible throughout the video as the camera moves?,8,split,text_recognition,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"No, only the brand name is clearly legible, not the specific model name.",8,"The word 'PHILIPS' is visible on the packaging of a kitchen appliance, likely an electric kettle, in frame 000330, indicating the brand of the product.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,8,Can I identify the model name from the text on the box?,8,split,text_recognition,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"At the beginning, the environment is pitch black.",10,"The video starts in a very dark environment where nothing is visible. As the video progresses, the lighting improves significantly, revealing a kitchen countertop. On the counter, there is a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle. The scene remains static in the kitchen area.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,1,What is the environment like at the beginning of the video?,10,split,scene_sequence,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"The objects are a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle.",10,"The video starts in a very dark environment where nothing is visible. As the video progresses, the lighting improves significantly, revealing a kitchen countertop. On the counter, there is a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle. The scene remains static in the kitchen area.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,2,What objects appear on the kitchen counter as the light levels increase?,10,split,scene_sequence,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"No, the video takes place entirely in the kitchen.",10,"The video starts in a very dark environment where nothing is visible. As the video progresses, the lighting improves significantly, revealing a kitchen countertop. On the counter, there is a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle. The scene remains static in the kitchen area.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,3,Is there a sequence of different rooms shown in the video?,10,split,scene_sequence,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
The Philips box is in the corner against the wall.,10,"The video starts in a very dark environment where nothing is visible. As the video progresses, the lighting improves significantly, revealing a kitchen countertop. On the counter, there is a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle. The scene remains static in the kitchen area.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,4,What object is positioned closest to the wall in the corner?,10,split,scene_sequence,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
The video transitions from total darkness to a well-lit kitchen countertop showing several items.,10,"The video starts in a very dark environment where nothing is visible. As the video progresses, the lighting improves significantly, revealing a kitchen countertop. On the counter, there is a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle. The scene remains static in the kitchen area.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,5,Can you describe the progression of the scene from the start to the end?,10,split,scene_sequence,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"No, the set of objects remains consistent once they become visible.",10,"The video starts in a very dark environment where nothing is visible. As the video progresses, the lighting improves significantly, revealing a kitchen countertop. On the counter, there is a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle. The scene remains static in the kitchen area.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,6,Are there any items on the counter that were not there at the beginning of the clear scene?,10,split,scene_sequence,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
The video begins completely dark and gradually becomes clear as the camera focuses on the counter.,10,"The video starts in a very dark environment where nothing is visible. As the video progresses, the lighting improves significantly, revealing a kitchen countertop. On the counter, there is a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle. The scene remains static in the kitchen area.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,7,How does the visibility change throughout the video?,10,split,scene_sequence,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"Yes, the kitchen counter is the central focus of the entire video.",10,"The video starts in a very dark environment where nothing is visible. As the video progresses, the lighting improves significantly, revealing a kitchen countertop. On the counter, there is a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle. The scene remains static in the kitchen area.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,8,Is the kitchen counter the primary focus of the entire video?,10,split,scene_sequence,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
I finish pouring water from the electric kettle into a cup.,10,"The video starts in a very dark environment where nothing is visible. As the video progresses, the lighting improves significantly, revealing a kitchen countertop. On the counter, there is a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle. The scene remains static in the kitchen area.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,9,What is the last object I interact with before the video ends?,10,split,scene_sequence,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"No, there is no transition to another room.",10,"The video starts in a very dark environment where nothing is visible. As the video progresses, the lighting improves significantly, revealing a kitchen countertop. On the counter, there is a Philips box, a white tray, a cleaning brush, a bottle of dish soap, and a pink water bottle. The scene remains static in the kitchen area.","['multi_question', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,10,Does the scene transition to another room after the kitchen?,10,split,scene_sequence,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
The room's ceiling or indoor lighting.,1,The video features a kitchen environment with ambient indoor lighting that brightens significantly as the scene progresses.,[],rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,1,What is the primary light source illuminating the kitchen counter?,1,keep,light_recognition,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
"No, the video starts in complete darkness.",8,"The video begins in total darkness (low light conditions). Throughout the sequence, the illumination improves until the kitchen countertop and items on it become clearly visible.","['multi_question', 'unknown_unclear', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,1,Is the video starting in a bright environment?,8,split,light_change,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"Yes, the lighting changes from dark to bright, making the scene visible.",8,"The video begins in total darkness (low light conditions). Throughout the sequence, the illumination improves until the kitchen countertop and items on it become clearly visible.","['multi_question', 'unknown_unclear', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,2,Does the lighting change from dark to bright during the recording?,8,split,light_change,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"No, the transition to light is gradual.",8,"The video begins in total darkness (low light conditions). Throughout the sequence, the illumination improves until the kitchen countertop and items on it become clearly visible.","['multi_question', 'unknown_unclear', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,3,Is there a sudden flash of light in the video?,8,split,light_change,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
The lighting appears to be indoor artificial light.,8,"The video begins in total darkness (low light conditions). Throughout the sequence, the illumination improves until the kitchen countertop and items on it become clearly visible.","['multi_question', 'unknown_unclear', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,4,Does the light source appear to be natural or artificial?,8,split,light_change,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"No, the camera is positioned stationary above the counter.",8,"The video begins in total darkness (low light conditions). Throughout the sequence, the illumination improves until the kitchen countertop and items on it become clearly visible.","['multi_question', 'unknown_unclear', 'frame_reference']",rgb,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_rgb,5,Is the camera moving towards a light source?,8,split,light_change,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
